sku	classification	repository_count	repository_ids	repository_statuses	repository_names	staging_count	staging_ids	staging_statuses	staging_names	production_count	production_ids	production_statuses	production_names
DEP-00-10-00	all_three	1	6686	publish	PORTERIA DE FÚTBOL PROFESIONAL	1	6686	publish	PORTERIA DE FÚTBOL PROFESIONAL	1	6686	publish	PORTERIA DE FÚTBOL PROFESIONAL
DEP-00-11-00	all_three	1	6728	publish	RED Y 2 POSTES DE VOLEIBOL	1	6728	publish	RED Y 2 POSTES DE VOLEIBOL	1	6728	publish	RED Y 2 POSTES DE VOLEIBOL
DEP-00-12-00	all_three	1	6683	publish	CANCHA CIRCULAR DE FUTBOL RAPIDO	1	6683	publish	CANCHA CIRCULAR DE FUTBOL RAPIDO	1	6683	publish	CANCHA CIRCULAR DE FUTBOL RAPIDO
DEP-MO-01-00	all_three	1	22188	publish	2 BANCAS DE ARBITROS CON TECHUMBRE	1	22188	publish	2 BANCAS DE ARBITROS CON TECHUMBRE	1	22188	publish	2 BANCAS DE ARBITROS CON TECHUMBRE
DEP-MO-02-00	all_three	1	6647	publish	11 BANCAS DE JUGADORES CON TECHUMBRE	1	6647	publish	11 BANCAS DE JUGADORES CON TECHUMBRE	1	6647	publish	11 BANCAS DE JUGADORES CON TECHUMBRE
DEP-MO-03-00	all_three	1	6661	publish	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	1	6661	publish	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES	1	6661	publish	GRADAS TECHADAS 5 ASIENTOS Y 4 DESCANSA PIES
DEP-MO-04-00	all_three	1	8009	publish	GRADAS 5 ASIENTOS Y 4 DESCANSA PIES	1	8009	publish	GRADAS 5 ASIENTOS Y 4 DESCANSA PIES	1	8009	publish	GRADAS 5 ASIENTOS Y 4 DESCANSA PIES
DEP-MO-05-00	all_three	1	6689	publish	MESA DE AJEDREZ	1	6689	publish	MESA DE AJEDREZ	1	6689	publish	MESA DE AJEDREZ
EDU-PL-01-00	all_three	1	32271	publish	PANEL CUENTA CONMIGO	1	32219	publish	PANEL CUENTA CONMIGO	1	32271	publish	PANEL CUENTA CONMIGO
EDU-PL-02-00	all_three	1	32272	publish	PANEL CUENTA FICHAS (1-5)	1	32220	publish	PANEL CUENTA FICHAS (1-5)	1	32272	publish	PANEL CUENTA FICHAS (1-5)
EDU-PL-03-00	all_three	1	32273	publish	PANEL CUENTA FICHA (6-10)	1	32221	publish	PANEL CUENTA FICHA (6-10)	1	32273	publish	PANEL CUENTA FICHA (6-10)
EDU-PL-04-00	all_three	1	32274	publish	PANEL CUENTA FICHA (0-5)	1	32222	publish	PANEL CUENTA FICHA (0-5)	1	32274	publish	PANEL CUENTA FICHA (0-5)
EDU-PL-05-00	all_three	1	32278	publish	MODULO OPERACIONES	1	32226	publish	Juego OPERACIONES	1	32278	publish	Juego OPERACIONES
EDU-PL-06-00	all_three	1	32275	publish	PANEL DELETREA	1	32223	publish	PANEL DELETREA	1	32275	publish	PANEL DELETREA
EDU-PL-07-00	all_three	1	32276	publish	PANEL CREA PALABRAS	1	32224	publish	PANEL CREA PALABRAS	1	32276	publish	PANEL CREA PALABRAS
EDU-PL-08-00	all_three	1	32277	publish	MODULO D_LETREA	1	32225	publish	Juego D_LETREA	1	32277	publish	Juego D_LETREA
EDU-PL-09-00	all_three	1	32279	publish	TOTEM CUADRADO	1	32227	publish	TOTEM CUADRADO	1	32279	publish	TOTEM CUADRADO
EDU-PL-10-00	all_three	1	32280	publish	TOTEM HEXAGONAL	1	32228	publish	TOTEM HEXAGONAL	1	32280	publish	TOTEM HEXAGONAL
EJE-BA-01-00	all_three	1	6047	private	Ejercitador Abdominales Balance	1	6047	private	Ejercitador Abdominales Balance	1	6047	private	Ejercitador Abdominales Balance
EJE-BA-06-00	all_three	1	6034	private	Ejercitador Potro Balance	1	6034	private	Ejercitador Potro Balance	1	6034	private	Ejercitador Potro Balance
EJE-BA-07-00	all_three	1	6041	private	Ejercitador Caminadora Balance	1	6041	private	Ejercitador Caminadora Balance	1	6041	private	Ejercitador Caminadora Balance
EJE-BA-08-00	all_three	1	5940	private	Ejercitador Eliptica Balance	1	5940	private	Ejercitador Eliptica Balance	1	5940	private	Ejercitador Eliptica Balance
EJE-BA-11-00	all_three	1	5996	private	Ejercitador De Pecho Balance	1	5996	private	Ejercitador De Pecho Balance	1	5996	private	Ejercitador De Pecho Balance
EJE-BA-12-00	all_three	1	6037	private	Ejercitador Remadora Balance	1	6037	private	Ejercitador Remadora Balance	1	6037	private	Ejercitador Remadora Balance
EJE-BA-15-00	all_three	1	6045	private	Ejercitador Bicicleta Balance	1	6045	private	Ejercitador Bicicleta Balance	1	6045	private	Ejercitador Bicicleta Balance
EJE-BA-21-00	all_three	1	28647	private	Ejercitador barras paralelas	1	28647	private	Ejercitador barras paralelas	1	28647	private	Ejercitador barras paralelas
EJE-EM-01-00	all_three	1	24883	publish	EJERCITADOR DE PIERNAS MEDIUM	1	24883	publish	EJERCITADOR DE PIERNAS MEDIUM	1	24883	publish	EJERCITADOR DE PIERNAS MEDIUM
EJE-EM-02-00	all_three	1	24885	publish	EJERCITADOR ABDOMINALES MEDIUM	1	24885	publish	EJERCITADOR ABDOMINALES MEDIUM	1	24885	publish	EJERCITADOR ABDOMINALES MEDIUM
EJE-EM-03-00	all_three	1	24887	publish	EJERCITADOR ELIPTICA MEDIUM	1	24887	publish	EJERCITADOR ELIPTICA MEDIUM	1	24887	publish	EJERCITADOR ELIPTICA MEDIUM
EJE-EM-04-00	all_three	1	24889	publish	EJERCITADOR CAMINADORA MEDIUM	1	24889	publish	EJERCITADOR CAMINADORA MEDIUM	1	24889	publish	EJERCITADOR CAMINADORA MEDIUM
EJE-EM-05-00	all_three	1	24891	publish	EJERCITADOR POTRO MEDIUM	1	24891	publish	EJERCITADOR POTRO MEDIUM	1	24891	publish	EJERCITADOR POTRO MEDIUM
EJE-EM-06-00	all_three	1	24893	publish	EJERCITADOR BARRAS PARALELAS MEDIUM	1	24893	publish	EJERCITADOR BARRAS PARALELAS MEDIUM	1	24893	publish	EJERCITADOR BARRAS PARALELAS MEDIUM
EJE-EM-07-00	all_three	1	24895	publish	EJERCITADOR BRAZOS Y MUÑECAS MEDIUM	1	24895	publish	EJERCITADOR BRAZOS Y MUÑECAS MEDIUM	1	24895	publish	EJERCITADOR BRAZOS Y MUÑECAS MEDIUM
EJE-EM-08-00	all_three	1	24897	publish	EJERCITADOR MOVIMIENTO DE CINTURA MEDIUM	1	24897	publish	EJERCITADOR MOVIMIENTO DE CINTURA MEDIUM	1	24897	publish	EJERCITADOR MOVIMIENTO DE CINTURA MEDIUM
EJE-EM-09-00	all_three	1	24899	publish	EJERCITADOR SURFER MEDIUM	1	24899	publish	EJERCITADOR SURFER MEDIUM	1	24899	publish	EJERCITADOR SURFER MEDIUM
EJE-EM-10-00	all_three	1	24901	publish	EJERCITADOR DE BRAZO MEDIUM	1	24901	publish	EJERCITADOR DE BRAZO MEDIUM	1	24901	publish	EJERCITADOR DE BRAZO MEDIUM
EJE-EST-02-00	all_three	1	6285	publish	Ejercitador Pasamanos Y 6 Postes	1	6285	publish	Ejercitador Pasamanos Y 6 Postes	1	6285	publish	Ejercitador Pasamanos Y 6 Postes
EJE-EST-05-00	all_three	1	32318	publish	EJERCITADOR AROS CORTO Y 2 POSTES	1	32203	publish	EJERCITADOR AROS CORTO Y 2 POSTES	1	32318	publish	EJERCITADOR AROS CORTO Y 2 POSTES
EJE-EST-07-00	all_three	1	32337	publish	EJERCITADOR BARRAS PARALELAS Y 2 POSTES	1	32231	publish	EJERCITADOR BARRAS PARALELAS Y 2 POSTES	1	32337	publish	EJERCITADOR BARRAS PARALELAS Y 2 POSTES
EJE-EST-09-00	all_three	1	32319	publish	EJERCITADOR BARRAS DOMINADAS Y DOS POSTES	1	32205	publish	EJERCITADOR BARRAS DOMINADAS Y DOS POSTES	1	32319	publish	EJERCITADOR BARRAS DOMINADAS Y DOS POSTES
EJE-EST-10-00	all_three	2	32320,32423	publish | publish	EJERCITADOR BARRAS DE ESTIRAMIENTO | EJERCITADOR BARRAS DE ESTIRAMIENTO	1	32204	publish	EJERCITADOR BARRAS DE ESTIRAMIENTO	2	32320,32423	publish | publish	EJERCITADOR BARRAS DE ESTIRAMIENTO | EJERCITADOR BARRAS DE ESTIRAMIENTO
EJE-FO-01-00	all_three	1	6203	publish	EJERCITADOR ABDOMINALES FORTE	1	6203	publish	EJERCITADOR ABDOMINALES FORTE	1	6203	publish	EJERCITADOR ABDOMINALES FORTE
EJE-FO-02-00	all_three	1	6201	publish	EJERCITADOR BARRAS PARALELAS FORTE	1	6201	publish	EJERCITADOR BARRAS PARALELAS FORTE	1	6201	publish	EJERCITADOR BARRAS PARALELAS FORTE
EJE-FO-03-00	all_three	1	6194	publish	EJERCITADOR MOVIMIENTO DE CINTURA FORTE	1	6194	publish	EJERCITADOR MOVIMIENTO DE CINTURA FORTE	1	6194	publish	EJERCITADOR MOVIMIENTO DE CINTURA FORTE
EJE-FO-04-00	all_three	1	6197	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE	1	6197	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE	1	6197	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE
EJE-FO-05-00	all_three	1	6181	publish	EJERCITADOR SURFER FORTE	1	6181	publish	EJERCITADOR SURFER FORTE	1	6181	publish	EJERCITADOR SURFER FORTE
EJE-FO-06-00	all_three	1	6199	publish	EJERCITADOR POTRO FORTE	1	6199	publish	EJERCITADOR POTRO FORTE	1	6199	publish	EJERCITADOR POTRO FORTE
EJE-FO-07-00	all_three	1	6192	publish	EJERCITADOR CAMINADORA FORTE	1	6192	publish	EJERCITADOR CAMINADORA FORTE	1	6192	publish	EJERCITADOR CAMINADORA FORTE
EJE-FO-08-00	all_three	1	6190	publish	EJERCITADOR ELIPTICA FORTE	1	6190	publish	EJERCITADOR ELIPTICA FORTE	1	6190	publish	EJERCITADOR ELIPTICA FORTE
EJE-FO-09-00	all_three	1	6185	publish	EJERCITADOR DE PIERNAS FORTE	1	6185	publish	EJERCITADOR DE PIERNAS FORTE	1	6185	publish	EJERCITADOR DE PIERNAS FORTE
EJE-FO-10-00	all_three	1	6156	publish	EJERCITADOR BRAZOS FORTE	1	6156	publish	EJERCITADOR BRAZOS FORTE	1	6156	publish	EJERCITADOR BRAZOS FORTE
EJE-FO-11-00	all_three	1	6187	publish	EJERCITADOR PECHO FORTE	1	6187	publish	EJERCITADOR PECHO FORTE	1	6187	publish	EJERCITADOR PECHO FORTE
EJE-ID-03-00	all_three	1	6220	publish	EJERCITADOR BARRAS PARALELAS CURVAS	1	6220	publish	EJERCITADOR BARRAS PARALELAS CURVAS	1	6220	publish	EJERCITADOR BARRAS PARALELAS CURVAS
EJE-ID-05-01	all_three	1	28674	publish	EJERCITADOR BANCO ABDOMINAL HORIZONTAL	1	28674	publish	EJERCITADOR BANCO ABDOMINAL HORIZONTAL	1	28674	publish	EJERCITADOR BANCO ABDOMINAL HORIZONTAL
EJE-ID-06-00	all_three	1	28676	publish	Ejercitador Banco Abdominal Inclinado	1	28676	publish	Ejercitador Banco Abdominal Inclinado	1	28676	publish	Ejercitador Banco Abdominal Inclinado
EJE-ID-07-00	all_three	1	6233	publish	EJERCITADOR BARRAS	1	6233	publish	EJERCITADOR BARRAS	1	6233	publish	EJERCITADOR BARRAS
EJE-ID-10-00	staging_only	0				1	6249	draft	Ejercitador Aros Corto Y 2 Postes (AID-118)	0			
EJE-ID-11-00	all_three	1	6254	publish	EJERCITADOR AROS LARGO Y 2 POSTES	1	6254	publish	EJERCITADOR AROS LARGO Y 2 POSTES	1	6254	publish	EJERCITADOR AROS LARGO Y 2 POSTES
EJE-ID-12-00	staging_only	0				1	6259	publish	Ejercitador Barras De Estiramiento Y 4 Postes (AID-1518)	0			
EJE-ID-22-00	staging_only	0				1	6310	publish	Ejercitador Barras Dominadas Y 2 Postes (AID-1218)	0			
EJE-ID-23-00	all_three	1	22130	publish	EJERCITADOR PARED SUECA Y 2 POSTES	1	22130	publish	EJERCITADOR PARED SUECA Y 2 POSTES	1	22130	publish	EJERCITADOR PARED SUECA Y 2 POSTES
EJE-ID-28-00	staging_only	0				1	6337	draft	Ejercitador Barras Paralelas Y 2 Postes (AID-1818)	0			
EJE-ID-30-00	all_three	1	6345	private	Ejercitador Barras Dominadas Y 3 Postes (AID-1918)	1	6345	private	Ejercitador Barras Dominadas Y 3 Postes (AID-1918)	1	6345	private	Ejercitador Barras Dominadas Y 3 Postes (AID-1918)
EJE-ID-32-00	all_three	1	6353	publish	EJERCITADOR JUMP BOX	1	6353	publish	EJERCITADOR JUMP BOX	1	6353	publish	EJERCITADOR JUMP BOX
EJE-ID-49-00	all_three	1	28651	publish	GIMNASIO GRANDE DE BARRAS AL AIRE LIBRE	1	28651	publish	GIMNASIO GRANDE DE BARRAS AL AIRE LIBRE	1	28651	publish	GIMNASIO GRANDE DE BARRAS AL AIRE LIBRE
EJE-ID-50-00	all_three	1	28654	publish	Gimnasio mediano de barras al aire libre	1	28654	publish	Gimnasio mediano de barras al aire libre	1	28654	publish	Gimnasio mediano de barras al aire libre
EJE-ID-52-00	all_three	1	28664	publish	PARED MILITAR	1	28664	publish	PARED MILITAR	1	28664	publish	PARED MILITAR
EJE-IN-01-00	all_three	1	32338	publish	EJERCITADOR DOMINADAS BARRAS DOBLE INCLUSIVO	1	32232	publish	EJERCITADOR DOMINADAS BARRAS DOBLE INCLUSIVO	1	32338	publish	EJERCITADOR DOMINADAS BARRAS DOBLE INCLUSIVO
EJE-IN-02-00	all_three	1	6536	publish	EJERCITADOR MUÑECAS DOBLE INCLUSIVO	1	6536	publish	EJERCITADOR MUÑECAS DOBLE INCLUSIVO	1	6536	publish	EJERCITADOR MUÑECAS DOBLE INCLUSIVO
EJE-IN-03-00	all_three	1	6543	publish	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	1	6543	publish	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO	1	6543	publish	EJERCITADOR BRAZOS Y PIERNAS DOBLE INCLUSIVO
EJE-IN-04-00	all_three	1	6546	publish	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO	1	6546	publish	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO	1	6546	publish	EJERCITADOR COMBINADO DE BRAZOS Y MUÑECAS INCLUSIVO
EJE-IN-07-00	all_three	1	6557	publish	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO	1	6557	publish	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO	1	6557	publish	EJERCITADOR DOMINADAS EN BARRA FORTE INCLUSIVO
EJE-IN-08-00	all_three	1	6561	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	1	6561	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO	1	6561	publish	EJERCITADOR BRAZOS Y MUÑECAS FORTE INCLUSIVO
EJE-IN-09-00	all_three	1	6564	publish	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	1	6564	publish	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO	1	6564	publish	EJERCITADOR BRAZOS, MUÑECAS Y HOMBROS INCLUSIVO
EJE-PE-01-00	all_three	1	6465	publish	EJERCITADOR BARRA DE PESAS	1	6465	publish	EJERCITADOR BARRA DE PESAS	1	6465	publish	EJERCITADOR BARRA DE PESAS
EJE-PE-02-00	all_three	1	6470	publish	EJERCITADOR PECHO Y ESPALDA CON PESAS	1	6470	publish	EJERCITADOR PECHO Y ESPALDA CON PESAS	1	6470	publish	EJERCITADOR PECHO Y ESPALDA CON PESAS
EL-118-4C	all_three	1	7383	publish	INFINITO	1	7383	publish	INFINITO	1	7383	publish	INFINITO
EL-1519-4C	all_three	1	7405	publish	MILLER	1	7405	publish	MILLER	1	7405	publish	MILLER
EL-1619-4C	all_three	1	7407	publish	SIRIUS	1	7407	publish	SIRIUS	1	7407	publish	SIRIUS
EL-619-4C	all_three	1	7395	publish	TRAPIST	1	7395	publish	TRAPIST	1	7395	publish	TRAPIST
EOS-00-04-00	all_three	1	24851	publish	Módulo Iggy	1	24851	publish	Juego Iggy	1	24851	publish	Juego Iggy
EOS-00-05-00	all_three	1	24856	publish	Módulo Yety	1	24856	publish	Juego Yety	1	24856	publish	Juego Yety
EOS-CR-01-00	production_only	0				0				1	32728	publish	Juego BARCELONA (EOS-CR-01-00)
EOS-CR-02-00	all_three	1	6841	draft	Módulo Britania (EOS-FV-02-00)	1	6841	draft	Juego Britania (EOS-FV-02-00)	1	6841	draft	Juego Britania (EOS-FV-02-00)
EOS-FV-03-00	all_three	1	6843	draft	Módulo España (EOS-FV-03-00)	1	6843	draft	Juego España (EOS-FV-03-00)	1	6843	draft	Juego España (EOS-FV-03-00)
EOS-IN-01-00	all_three	1	7124	publish	MODULO MILWUAKEE INCLUSIVO	1	7124	publish	Juego MILWUAKEE INCLUSIVO	1	7124	publish	Juego MILWUAKEE INCLUSIVO
EOS-IN-02-00	all_three	1	7120	publish	MODULO URBANO INCLUSIVO	1	7120	publish	Juego URBANO INCLUSIVO	1	7120	publish	Juego URBANO INCLUSIVO
EOS-IN-03-00	all_three	1	22330	publish	MODULO CASTILLO INCLUSIVO	1	22330	publish	Juego CASTILLO INCLUSIVO	1	22330	publish	Juego CASTILLO INCLUSIVO
EOS-IN-04-00	all_three	1	7126	draft	Módulo Indiana Inclusivo (EOS-1210 7.0 DC)	1	7126	draft	Juego Indiana Inclusivo (EOS-1210 7.0 DC)	1	7126	draft	Juego Indiana Inclusivo (EOS-1210 7.0 DC)
EOS-IN-04-01	all_three	1	32321	publish	MODULO INDIANA INCLUSIVO	1	32200	publish	Juego INDIANA INCLUSIVO	1	32321	publish	Juego INDIANA INCLUSIVO
EOS-IN-05-00	all_three	1	7122	draft	Módulo Maine Inclusivo (EOS-1612 7.0 DC)	1	7122	draft	Juego Maine Inclusivo (EOS-1612 7.0 DC)	1	7122	draft	Juego Maine Inclusivo (EOS-1612 7.0 DC)
EOS-MA-01-00	all_three	1	25233	publish	MODULO MADERA A	1	25233	publish	Juego MADERA A	1	25233	publish	Juego MADERA A
EOS-MA-03-00	all_three	1	32121	publish	MODULO DE MADERA BASICO	1	32140	publish	Juego DE MADERA BASICO	1	32121	publish	Juego DE MADERA BASICO
EOS-PR-01-00	repository_staging_only	1	6082	draft	Módulo Verona (EOS-511 7.0)	1	6082	draft	Juego Verona (EOS-511 7.0)	0			
EOS-PR-01-02	production_only	0				0				1	6082	publish	Juego Verona (EOS-PR-01-02)
EOS-PR-06-00	all_three	1	6101	private	Modulo Gordon (EOS-PR-06-00)	1	6101	private	Juego Gordon (EOS-PR-06-00)	1	6101	private	Juego Gordon (EOS-PR-06-00)
EOS-PR-08-00	all_three	1	6665	draft	Módulo California (EOS-PR-08-00)	1	6665	draft	Juego California (EOS-PR-08-00)	1	6665	draft	Juego California (EOS-PR-08-00)
EOS-PR-10-00	all_three	1	6676	draft	Módulo Paris (EOS-611 10.0)	1	6676	draft	Juego Paris (EOS-611 10.0)	1	6676	publish	Juego Paris (EOS-PR-10-01)
EOS-PR-11-00	all_three	1	6707	draft	Módulo Randolph (EOS-1613 10.0)	1	6707	draft	Juego Randolph (EOS-1613 10.0)	1	6707	draft	Juego Randolph (EOS-1613 10.0)
EOS-PR-12-00	all_three	1	6713	private	Módulo Utah (EOS-515 7.0)	1	6713	private	Juego Utah (EOS-515 7.0)	1	6713	private	Juego Utah (EOS-515 7.0)
EOS-PR-13-00	all_three	1	6723	private	Módulo Minnesota (EOS-PR-13-00)	1	6723	private	Juego Minnesota (EOS-PR-13-00)	1	6723	private	Juego Minnesota (EOS-PR-13-00)
EOS-PR-15-00	repository_staging_only	1	6836	draft	Módulo Arkansas (EOS-PR-15-00)	1	6836	draft	Juego Arkansas (EOS-PR-15-00)	0			
EOS-PR-15-03	production_only	0				0				1	6836	publish	Juego Arkansas (EOS-PR-15-03)
EOS-PR-17-00	all_three	1	6733	private	Módulo Oregon (EOS-1010 7.0)	1	6733	private	Juego Oregon (EOS-1010 7.0)	1	6733	private	Juego Oregon (EOS-1010 7.0)
EOS-PR-19-00	all_three	1	6764	draft	Modulo Parma (EOS-PR-19-00)	1	6764	draft	Juego Parma (EOS-PR-19-00)	1	6764	draft	Juego Parma (EOS-PR-19-00)
EOS-PR-22-00	all_three	1	6791	private	Módulo Pensilvania (EOS-PR-22-00)	1	6791	private	Juego Pensilvania (EOS-PR-22-00)	1	6791	private	Juego Pensilvania (EOS-PR-22-00)
EOS-PR-23-00	all_three	1	6770	private	Módulo Pittsburgh (EOS-PR-23-00)	1	6770	private	Juego Pittsburgh (EOS-PR-23-00)	1	6770	private	Juego Pittsburgh (EOS-PR-23-00)
EOS-PR-28-00	all_three	1	6795	publish	MODULO BALTIMORE	1	6795	publish	Juego BALTIMORE	1	6795	publish	Juego BALTIMORE
EOS-PR-29-00	all_three	1	6793	publish	MODULO BALTIMORE BASIC	1	6793	publish	Juego BALTIMORE BASIC	1	6793	publish	Juego BALTIMORE BASIC
EOS-PR-32-00	all_three	1	6846	private	Módulo Misuri	1	6846	private	Juego Misuri	1	6846	private	Juego Misuri
EOS-PR-34-20	all_three	1	28342	publish	Ensueño	1	28342	publish	Ensueño	1	28342	publish	Ensueño
EVA-00-02-00	all_three	1	6897	publish	MODULO ARACNIDUS	1	6897	publish	Juego ARACNIDUS	1	6897	publish	Juego ARACNIDUS
EVA-PL-01-00	all_three	1	6910	publish	MODULO GENERATION	1	6910	publish	Juego GENERATION	1	6910	publish	Juego GENERATION
EVA-PR-01-20	all_three	1	7751	publish	MODULO ATRACTION	1	7751	publish	Juego ATRACTION	1	7751	publish	Juego ATRACTION
EVA-PR-02-00	production_only	0				0				1	32713	publish	Juego Atraction Basic
EVA-PR-03-00	all_three	1	6899	private	Modulo Capri (EVA-114-1)	1	6899	private	Juego Capri (EVA-114-1)	1	6899	private	Juego Capri (EVA-114-1)
FUMR-119-C	all_three	1	6602	publish	Cascada digital	1	6602	publish	Cascada digital	1	6602	publish	Cascada digital
FUMR-119E-C	all_three	1	6603	private	Cascada digital metro extra	1	6603	private	Cascada digital metro extra	1	6603	private	Cascada digital metro extra
FUMR-319	all_three	1	6577	publish	Fuente lineal 4 salidas, 4 jet, 2 m altura	1	6577	publish	Fuente lineal 4 salidas, 4 jet, 2 m altura	1	6577	publish	Fuente lineal 4 salidas, 4 jet, 2 m altura
FUMR-319-1	all_three	1	6578	publish	Fuente lineal 4 salidas, 4 jet 3 m altura	1	6578	publish	Fuente lineal 4 salidas, 4 jet 3 m altura	1	6578	publish	Fuente lineal 4 salidas, 4 jet 3 m altura
FUMR-319A	all_three	1	6579	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	1	6579	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura	1	6579	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 2 m altura
FUMR-319A-1	all_three	1	6582	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura	1	6582	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura	1	6582	publish	Fuente lineal 4 salidas, 2 jet y 2 aspersor 3 m altura
FUMR-419	all_three	1	6596	publish	Fuente redonda 5 salidas, 5 jet 2 m altura	1	6596	publish	Fuente redonda 5 salidas, 5 jet 2 m altura	1	6596	publish	Fuente redonda 5 salidas, 5 jet 2 m altura
