sku	classification	repository_count	repository_ids	repository_statuses	repository_names	staging_count	staging_ids	staging_statuses	staging_names	production_count	production_ids	production_statuses	production_names
FUMR-419-1	all_three	1	6597	publish	Fuente redonda 5 salidas, 5 jet 3 m altura	1	6597	publish	Fuente redonda 5 salidas, 5 jet 3 m altura	1	6597	publish	Fuente redonda 5 salidas, 5 jet 3 m altura
FUMR-519	all_three	1	6598	publish	Fuente redonda 7 salidas, 7 jet 2 m altura	1	6598	publish	Fuente redonda 7 salidas, 7 jet 2 m altura	1	6598	publish	Fuente redonda 7 salidas, 7 jet 2 m altura
FUMR-519-1	all_three	1	6599	publish	Fuente redonda 7 salidas, 7 jet 3 m altura	1	6599	publish	Fuente redonda 7 salidas, 7 jet 3 m altura	1	6599	publish	Fuente redonda 7 salidas, 7 jet 3 m altura
FUMR-619-1A	all_three	1	6601	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	1	6601	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura	1	6601	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 3 mts altura
FUMR-619A	all_three	1	6600	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	1	6600	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura	1	6600	publish	Fuente redonda 9 salidas, 8 jet y 1 aspersor 2 mts altura
GIR-00-01-00	all_three	1	6972	publish	GIRATORIO ORBIT S	1	6972	publish	GIRATORIO ORBIT S	1	6972	publish	GIRATORIO ORBIT S
GIR-PL-03-00	all_three	1	32097	publish	GIRATORIO ODÍN	1	32116	publish	GIRATORIO ODÍN	1	32097	publish	GIRATORIO ODÍN
GIR-PL-04-00	all_three	1	32099	publish	GIRATORIO SAGA	1	32118	publish	GIRATORIO SAGA	1	32099	publish	GIRATORIO SAGA
INOX-214B	all_three	1	7278	private	Aparcabicicleta Two Circular	1	7278	private	Aparcabicicleta Two Circular	1	7278	private	Aparcabicicleta Two Circular
INOX-517B	all_three	1	6513	draft	Banca Loa Inox	1	6513	draft	Banca Loa Inox	1	6513	draft	Banca Loa Inox
INT-00-03-00	all_three	1	7828	publish	TUBO DIDACTICO GRANDE	1	7828	publish	TUBO DIDACTICO GRANDE	1	7828	publish	TUBO DIDACTICO GRANDE
INT-PL-02-00	all_three	1	7100	publish	PANEL INTERACTIVO MUÑECOS	1	7100	publish	PANEL INTERACTIVO MUÑECOS	1	7100	publish	PANEL INTERACTIVO MUÑECOS
INT-PL-03-00	all_three	1	7103	publish	PANEL INTERACTIVO LABERINTO	1	7103	publish	PANEL INTERACTIVO LABERINTO	1	7103	publish	PANEL INTERACTIVO LABERINTO
INT-PL-04-00	all_three	1	7091	publish	PANELES INTERACTIVOS	1	7091	publish	PANELES INTERACTIVOS	1	7091	publish	PANELES INTERACTIVOS
INT-PL-05-00	all_three	1	7824	publish	MURO SENSORIAL	1	7824	publish	MURO SENSORIAL	1	7824	publish	MURO SENSORIAL
INT-PL-06-00	all_three	1	7467	publish	LABERINTO SENSORIAL	1	7467	publish	LABERINTO SENSORIAL	1	7467	publish	LABERINTO SENSORIAL
IOS-PR-01-00	all_three	1	6088	draft	Módulo Ibiza (IOS-PR-01-00)	1	6088	draft	Juego Ibiza (IOS-PR-01-00)	1	6088	draft	Juego Ibiza (IOS-PR-01-00)
IOS-PR-02-00	all_three	1	6115	private	Módulo New Jersey (IOS-115 7.0)	1	6115	private	Juego New Jersey (IOS-115 7.0)	1	6115	private	Juego New Jersey (IOS-115 7.0)
IRE-00-01-00	all_three	1	6994	publish	MONTABLE BASICO	1	6994	publish	MONTABLE BASICO	1	6994	publish	MONTABLE BASICO
IRE-PL-01-00	all_three	1	6992	publish	MONTABLE ABEJA	1	6992	publish	MONTABLE ABEJA	1	6992	publish	MONTABLE ABEJA
IRE-PL-02-00	all_three	1	7003	publish	MONTABLE CAMION	1	7003	publish	MONTABLE CAMION	1	7003	publish	MONTABLE CAMION
IRE-PL-03-00	all_three	1	6997	publish	MONTABLE MOTO	1	6997	publish	MONTABLE MOTO	1	6997	publish	MONTABLE MOTO
IRE-PL-04-00	all_three	1	7819	publish	MONTABLE CABALLITO	1	7819	publish	MONTABLE CABALLITO	1	7819	publish	MONTABLE CABALLITO
IRE-PL-05-00	all_three	1	6985	publish	MONTABLE GLOBFLEX	1	6985	publish	MONTABLE GLOBFLEX	1	6985	publish	MONTABLE GLOBFLEX
IRE-PL-08-00	all_three	1	7000	publish	MONTABLE DELFIN	1	7000	publish	MONTABLE DELFIN	1	7000	publish	MONTABLE DELFIN
IRE-PL-10-00	all_three	1	28410	publish	MONTABLE DINO	1	28410	publish	MONTABLE DINO	1	28410	publish	MONTABLE DINO
IRE-PL-11-00	all_three	1	28409	publish	MONTABLE NESSY	1	28409	publish	MONTABLE NESSY	1	28409	publish	MONTABLE NESSY
JAI-219	all_three	1	32123	publish	CAÑON DE AGUA	1	32142	publish	CAÑON DE AGUA	1	32123	publish	CAÑON DE AGUA
JAI-319	all_three	1	32125	publish	CUBETAS DE VOLTEO	1	32144	publish	CUBETAS DE VOLTEO	1	32125	publish	CUBETAS DE VOLTEO
JAI-419	all_three	1	7167	publish	ARCO SPRAY	1	7167	publish	ARCO SPRAY	1	7167	publish	ARCO SPRAY
JAI-519	all_three	1	7169	publish	Bolardo Spray	1	7169	publish	Bolardo Spray	1	7169	publish	Bolardo Spray
JAI-619	all_three	1	7171	publish	SPRAY S	1	7171	publish	SPRAY S	1	7171	publish	SPRAY S
JAI-719	all_three	1	7303	publish	PULPO SPRAY	1	7303	publish	PULPO SPRAY	1	7303	publish	PULPO SPRAY
JAI-819	all_three	1	7173	publish	PALMERA LLUVIA	1	7173	publish	PALMERA LLUVIA	1	7173	publish	PALMERA LLUVIA
JAI-919	all_three	1	7177	publish	SOMBRILLA LLUVIA	1	7177	publish	SOMBRILLA LLUVIA	1	7177	publish	SOMBRILLA LLUVIA
JAM-119	all_three	1	7137	publish	AQUA JUM1	1	7137	publish	AQUA JUM1	1	7137	publish	AQUA JUM1
JAM-219	all_three	1	7145	publish	AQUA JUM2	1	7145	publish	AQUA JUM2	1	7145	publish	AQUA JUM2
JAM-319	all_three	1	7150	publish	AQUA JUM3	1	7150	publish	AQUA JUM3	1	7150	publish	AQUA JUM3
JAM-419	all_three	1	7153	publish	AQUA JUM4	1	7153	publish	AQUA JUM4	1	7153	publish	AQUA JUM4
JAM-519	all_three	1	7156	publish	AQUA JUM5	1	7156	publish	AQUA JUM5	1	7156	publish	AQUA JUM5
KOM-BLX410501-3717	all_three	1	30500	publish	Bloqx 5	1	30500	publish	Bloqx 5	1	30500	publish	Bloqx 5
KOM-COR175101-0403	all_three	1	30508	publish	Mariposa, physical	1	30508	publish	Mariposa, physical	1	30508	publish	Mariposa, physical
KOM-COR203301-1101	all_three	1	30487	publish	Twister inclusivo	1	30487	publish	Twister inclusivo	1	30487	publish	Twister inclusivo
KOM-CRP810201-0903	all_three	1	30513	publish	Mini cúpula con tobogan	1	30513	publish	Mini cúpula con tobogan	1	30513	publish	Mini cúpula con tobogan
KOM-CRP812001-0404	all_three	1	30506	publish	Domo sensorial	1	30506	publish	Domo sensorial	1	30506	publish	Domo sensorial
KOM-CRP812501-0404	all_three	1	30510	publish	Domo explorer	1	30510	publish	Domo explorer	1	30510	publish	Domo explorer
KOM-ELE400024-3717F	all_three	1	30490	publish	Spinner bowl	1	30490	publish	Spinner bowl	1	30490	publish	Spinner bowl
KOM-FAZ20100-0900	all_three	1	30545	publish	Combi 1 cross training	1	30545	publish	Combi 1 cross training	1	30545	publish	Combi 1 cross training
KOM-FAZ50100-0801	all_three	1	30564	publish	Bicicleta de ciudad	1	30564	publish	Bicicleta de ciudad	1	30564	publish	Bicicleta de ciudad
KOM-FAZ52100-0801	all_three	1	30554	publish	Bicicleta elíptica	1	30554	publish	Bicicleta elíptica	1	30554	publish	Bicicleta elíptica
KOM-FAZ60100-0001	all_three	1	30550	publish	Prensa de pecho	1	30550	publish	Prensa de pecho	1	30550	publish	Prensa de pecho
KOM-FAZ60200-0001	all_three	1	30556	publish	Jalón para espalda	1	30556	publish	Jalón para espalda	1	30556	publish	Jalón para espalda
KOM-FAZ60300-0001	all_three	1	30547	publish	Prensa de piernas	1	30547	publish	Prensa de piernas	1	30547	publish	Prensa de piernas
KOM-FAZ60400-0001	all_three	1	30558	publish	Prensa de hombros	1	30558	publish	Prensa de hombros	1	30558	publish	Prensa de hombros
KOM-FAZ60500-0001	all_three	1	30560	publish	Remo horizontal	1	30560	publish	Remo horizontal	1	30560	publish	Remo horizontal
KOM-FAZ60600-0001	all_three	1	30552	publish	Banco de abdominales	1	30552	publish	Banco de abdominales	1	30552	publish	Banco de abdominales
KOM-FAZ60700-0001	all_three	1	30562	publish	Hiperextensor lumbar	1	30562	publish	Hiperextensor lumbar	1	30562	publish	Hiperextensor lumbar
KOM-GXY916021-3417	all_three	1	30502	publish	Supernova	1	30502	publish	Supernova	1	30502	publish	Supernova
KOM-KPL400722-0902	all_three	1	30525	publish	Cuatro torres con tobogan de tubo	1	30525	publish	Cuatro torres con tobogan de tubo	1	30525	publish	Cuatro torres con tobogan de tubo
KOM-M98301-1009	all_three	1	30543	publish	Columpio nido 360	1	30543	publish	Columpio nido 360	1	30543	publish	Columpio nido 360
KOM-M98401-1011	all_three	1	30498	publish	Columpio péndulo	1	30498	publish	Columpio péndulo	1	30498	publish	Columpio péndulo
KOM-NRO2005-1001	all_three	1	30532	publish	Torre de los magos doble	1	30532	publish	Torre de los magos doble	1	30532	publish	Torre de los magos doble
KOM-NRO2008-1001	all_three	1	30517	publish	El castillo de la bruja	1	30517	publish	El castillo de la bruja	1	30517	publish	El castillo de la bruja
KOM-NRO542-1021	all_three	1	30534	publish	Barco explorador mediano	1	30534	publish	Barco explorador mediano	1	30534	publish	Barco explorador mediano
KOM-NRO836-1201	all_three	1	30519	publish	Cupula jungla	1	30519	publish	Cupula jungla	1	30519	publish	Cupula jungla
KOM-NRO854-1001	all_three	1	30536	publish	Parcour 9	1	30536	publish	Parcour 9	1	30536	publish	Parcour 9
KOM-NRO865-1001	all_three	1	30539	publish	Parcour 6	1	30539	publish	Parcour 6	1	30539	publish	Parcour 6
KOM-PCE305121-0603	all_three	1	30541	publish	Buscacaminos	1	30541	publish	Buscacaminos	1	30541	publish	Buscacaminos
KOM-PCM103031-0901	all_three	1	30527	publish	Torre de juego con rampa	1	30527	publish	Torre de juego con rampa	1	30527	publish	Torre de juego con rampa
KOM-PCM112821-0901	all_three	1	30521	publish	Castillo con torre de vigía	1	30521	publish	Castillo con torre de vigía	1	30521	publish	Castillo con torre de vigía
KOM-PCM113221-0901	all_three	1	30523	publish	Barco man-o-war	1	30523	publish	Barco man-o-war	1	30523	publish	Barco man-o-war
KOM-PCM153-0902	all_three	1	30494	publish	Carrusel 3 asientos	1	30494	publish	Carrusel 3 asientos	1	30494	publish	Carrusel 3 asientos
KOM-PCM157-0205	all_three	1	30492	publish	Carrusel inclusivo	1	30492	publish	Carrusel inclusivo	1	30492	publish	Carrusel inclusivo
KOM-PCM159-1001	all_three	1	30496	publish	Wehopper	1	30496	publish	Wehopper	1	30496	publish	Wehopper
KOM-PCM200432-0901	all_three	1	30504	publish	Mega deck doble con torre	1	30504	publish	Mega deck doble con torre	1	30504	publish	Mega deck doble con torre
KOM-PCM81121-0950	all_three	1	30529	publish	Duo climber	1	30529	publish	Duo climber	1	30529	publish	Duo climber
KOM-PCT310321-0901	all_three	1	30515	publish	Giant palacio l+xl & torre mediana	1	30515	publish	Giant palacio l+xl & torre mediana	1	30515	publish	Giant palacio l+xl & torre mediana
LBGA-50	all_three	1	7272	publish	Loseta Burbuja Azul Marino	1	7272	publish	Loseta Burbuja Azul Marino	1	7272	publish	Loseta Burbuja Azul Marino
LBGR-50	all_three	1	7269	publish	Loseta Burbuja Terracota	1	7269	publish	Loseta Burbuja Terracota	1	7269	publish	Loseta Burbuja Terracota
LBGV-50	all_three	1	7273	publish	Loseta Burbuja Verde	1	7273	publish	Loseta Burbuja Verde	1	7273	publish	Loseta Burbuja Verde
LEPDM-AMA	all_three	1	32127	publish	TOP-IT-TOPE DE CONTENSION	1	32146	publish	TOP-IT-TOPE DE CONTENSION	1	32127	publish	TOP-IT-TOPE DE CONTENSION
LEPDM-HEM	all_three	1	32133	publish	TARDO CABECERO HEMBRA	1	32152	publish	TARDO CABECERO HEMBRA	1	32133	publish	TARDO CABECERO HEMBRA
LEPDM-MAC	all_three	1	32131	publish	TARDO CABECERO MACHO	1	32150	publish	TARDO CABECERO MACHO	1	32131	publish	TARDO CABECERO MACHO
LET-PT-01-00	all_three	1	6709	publish	LETRA ACRILICO Y LUZ 1.20 M DE ALTO CON BASE	1	6709	publish	LETRA ACRILICO Y LUZ 1.20 M DE ALTO CON BASE	1	6709	publish	LETRA ACRILICO Y LUZ 1.20 M DE ALTO CON BASE
LET-PT-02-00	all_three	1	6710	publish	LETRA ACRILICO Y LUZ 1.50 M DE ALTO CON BASE	1	6710	publish	LETRA ACRILICO Y LUZ 1.50 M DE ALTO CON BASE	1	6710	publish	LETRA ACRILICO Y LUZ 1.50 M DE ALTO CON BASE
LET-PT-03-00	all_three	1	6704	publish	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO	1	6704	publish	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO	1	6704	publish	LETRA POLICARBONATO Y LUZ 2.00 M DE ALTO
LET-PT-04-00	all_three	1	6708	publish	LETRA POLICARBONATO Y LUZ 3.00 M DE ALTO	1	6708	publish	LETRA POLICARBONATO Y LUZ 3.00 M DE ALTO	1	6708	publish	LETRA POLICARBONATO Y LUZ 3.00 M DE ALTO
LETDM-AMA	all_three	1	32129	publish	TARDO MODULAR	1	32148	publish	TARDO MODULAR	1	32129	publish	TARDO MODULAR
LT-1.20	all_three	1	6701	publish	Letra de lamina 1.20 m de alto con base de 30 cm	1	6701	publish	Letra de lamina 1.20 m de alto con base de 30 cm	1	6701	publish	Letra de lamina 1.20 m de alto con base de 30 cm
LT-1.50	all_three	1	6703	publish	Letra de lamina 1.50 m de alto con base de 30 cm	1	6703	publish	Letra de lamina 1.50 m de alto con base de 30 cm	1	6703	publish	Letra de lamina 1.50 m de alto con base de 30 cm
MDA-PL-01-00	all_three	1	30731	publish	Módulo Freya	1	30731	publish	Juego Freya	1	30731	publish	Juego Freya
MDA-PL-02-00	all_three	1	30734	publish	Módulo Magni	1	30734	publish	Juego Magni	1	30734	publish	Juego Magni
MEC-CR-01-00	all_three	1	6797	publish	MODULO BOSTON	1	6797	publish	Juego BOSTON	1	6797	publish	Juego BOSTON
MEC-CR-02-00	all_three	1	32304	publish	MODULO ESPAÑA	1	32196	publish	Juego ESPAÑA	1	32304	publish	Juego ESPAÑA
MEC-CR-03-00	all_three	1	21148	publish	MODULO CHARLOTTE	1	21148	publish	Juego CHARLOTTE	1	21148	publish	Juego CHARLOTTE
MEC-CR-04-00	all_three	1	6839	publish	MODULO BARCELONA	1	6839	publish	Juego BARCELONA	1	6839	publish	Juego BARCELONA
MEC-CR-05-00	all_three	1	6113	publish	MODULO SIENA	1	6113	publish	Juego SIENA	1	6113	publish	Juego SIENA
MEC-CR-06-00	all_three	1	32297	publish	VERONA	1	32188	publish	VERONA	1	32297	publish	VERONA
MEC-CR-07-00	all_three	1	32328	publish	MODULO IMPERIO	1	32198	publish	Juego IMPERIO	1	32328	publish	Juego IMPERIO
MEC-CR-08-00	all_three	1	32322	publish	MODULO MAINE INCLUSIVO	1	32199	publish	Juego MAINE INCLUSIVO	1	32322	publish	Juego MAINE INCLUSIVO
MEL-CR-01-00	all_three	1	24818	publish	Módulo Córdoba	1	24818	publish	Juego Córdoba	1	24818	publish	Juego Córdoba
MEL-CR-02-00	all_three	1	24820	publish	MODULO VIZCAYA	1	24820	publish	Juego VIZCAYA	1	24820	publish	Juego VIZCAYA
MEL-CR-03-00	all_three	1	24822	publish	MODULO VALLADOLID	1	24822	publish	Juego VALLADOLID	1	24822	publish	Juego VALLADOLID
MER-PR-01-00	all_three	1	32326	publish	MODULO ARKANSAS	1	32192	publish	Juego ARKANSAS	1	32326	publish	Juego ARKANSAS
MER-PR-02-00	all_three	1	6705	publish	MODULO MASSACHUSETTS	1	6705	publish	Juego MASSACHUSETTS	1	6705	publish	Juego MASSACHUSETTS
MER-PR-03-00	all_three	1	32323	publish	MODULO CALIFORNIA	1	32190	publish	Juego CALIFORNIA	1	32323	publish	Juego CALIFORNIA
MER-PR-04-00	all_three	1	32324	publish	MODULO PARIS	1	32191	publish	Juego PARIS	1	32324	publish	Juego PARIS
MER-PR-05-00	all_three	1	32303	publish	MODULO BRITANIA	1	32195	publish	Juego BRITANIA	1	32303	publish	Juego BRITANIA
MER-PR-06-00	all_three	1	6785	publish	MODULO RUSSEL	1	6785	publish	Juego RUSSEL	1	6785	publish	Juego RUSSEL
MER-PR-07-00	all_three	1	6783	publish	MODULO WINSTON	1	6783	publish	Juego WINSTON	1	6783	publish	Juego WINSTON
MER-PR-08-00	all_three	1	32325	publish	MODULO RANDOLPH	1	32193	publish	Juego RANDOLPH	1	32325	publish	Juego RANDOLPH
MES-IN-01-00	all_three	1	6441	publish	MESA DE PICNIC INCLUSIVA	1	6441	publish	MESA DE PICNIC INCLUSIVA	1	6441	publish	MESA DE PICNIC INCLUSIVA
MES-LP-01-01	all_three	1	7491	publish	MESA MERCATO DOPPIO	1	7491	publish	MESA MERCATO DOPPIO	1	7491	publish	MESA MERCATO DOPPIO
MES-LP-02-00	all_three	1	6435	publish	MESA KENYA	1	6435	publish	MESA KENYA	1	6435	publish	MESA KENYA
MES-LP-02-01	all_three	1	6436	publish	MESA KENYA CON SOMBRILLA	1	6436	publish	MESA KENYA CON SOMBRILLA	1	6436	publish	MESA KENYA CON SOMBRILLA
MES-LP-03-00	all_three	1	6433	publish	MESA NUPTSE	1	6433	publish	MESA NUPTSE	1	6433	publish	MESA NUPTSE
MES-LP-04-00	all_three	1	22393	publish	4 MESAS PICNIC CON PERGOLA	1	22393	publish	4 MESAS PICNIC CON PERGOLA	1	22393	publish	4 MESAS PICNIC CON PERGOLA
MES-LP-04-01	all_three	1	32107	publish	MESA MOEBIUS CON COLUMPIOS EN PLASTIMADERA	1	32126	publish	MESA MOEBIUS CON COLUMPIOS EN PLASTIMADERA	1	32107	publish	MESA MOEBIUS CON COLUMPIOS EN PLASTIMADERA
MES-LP-05-00	all_three	1	6370	publish	MESA RODAS CON TECHO CIRCULAR	1	6370	publish	MESA RODAS CON TECHO CIRCULAR	1	6370	publish	MESA RODAS CON TECHO CIRCULAR
MES-LP-06-00	all_three	1	6443	publish	MESA PICNIC JAYA	1	6443	publish	MESA PICNIC JAYA	1	6443	publish	MESA PICNIC JAYA
MES-LP-07-00	all_three	1	32105	publish	MESA PICNIC TRIX	1	32124	publish	MESA PICNIC TRIX	1	32105	publish	MESA PICNIC TRIX
MES-MA-01-00	all_three	1	32101	publish	MESA CIRCULAR PARA ARBOL	1	32120	publish	MESA CIRCULAR PARA ARBOL	1	32101	publish	MESA CIRCULAR PARA ARBOL
MES-PM-01-00	all_three	1	6431	publish	MESA DE PICNIC PLASTIMADERA	1	6431	publish	MESA DE PICNIC PLASTIMADERA	1	6431	publish	MESA DE PICNIC PLASTIMADERA
MES-PM-02-00	all_three	1	6438	publish	MESA KENYA PLASTIMADERA	1	6438	publish	MESA KENYA PLASTIMADERA	1	6438	publish	MESA KENYA PLASTIMADERA
MES-PM-03-00	all_three	1	32103	publish	MESAPICNIC CHESTER	1	32122	publish	MESAPICNIC CHESTER	1	32103	publish	MESAPICNIC CHESTER
MES-PP-01-00	all_three	1	22417	publish	MESA CUBI	1	22417	publish	MESA CUBI	1	22417	publish	MESA CUBI
MES-PP-02-00	all_three	1	22415	publish	MESA PICNIC 3/3	1	22415	publish	MESA PICNIC 3/3	1	22415	publish	MESA PICNIC 3/3
MES-PP-03-00	all_three	1	6429	publish	MESA DE PICNIC	1	6429	publish	MESA DE PICNIC	1	6429	publish	MESA DE PICNIC
MES-PT-02-00	all_three	1	7044	draft	Mesa Iluminada para Arena (PTJ-MIS-320)	1	7044	draft	Mesa Iluminada para Arena (PTJ-MIS-320)	1	7044	draft	Mesa Iluminada para Arena (PTJ-MIS-320)
MES-PV-01-00	all_three	1	8345	publish	MESA DE PICNIC PVC	1	8345	publish	MESA DE PICNIC PVC	1	8345	publish	MESA DE PICNIC PVC
MEV-CR-01-00	all_three	1	32305	publish	MODULO IBIZA	1	32189	publish	Juego IBIZA	1	32305	publish	Juego IBIZA
MEV-CR-02-00	all_three	1	32327	publish	MODULO PARMA	1	32194	publish	Juego PARMA	1	32327	publish	Juego PARMA
MEV-CR-03-00	all_three	1	6738	publish	MODULO GRADY	1	6738	publish	Juego GRADY	1	6738	publish	Juego GRADY
MMA-117	all_three	1	6506	publish	Maceta Asimetrica Chica	1	6506	publish	Maceta Asimetrica Chica	1	6506	publish	Maceta Asimetrica Chica
MMA-118	all_three	1	6509	publish	Maceta Geométrica Megagrande	1	6509	publish	Maceta Geométrica Megagrande	1	6509	publish	Maceta Geométrica Megagrande
MMA-217	all_three	1	6507	publish	Maceta Geometrica Grande	1	6507	publish	Maceta Geometrica Grande	1	6507	publish	Maceta Geometrica Grande
MMB-120	all_three	1	22332	publish	MODULO BARCO WOOD	1	22332	publish	Juego BARCO WOOD	1	22332	publish	Juego BARCO WOOD
MMR-122	all_three	1	22335	publish	MODULO RETOS BAJOS	1	22335	publish	Juego RETOS BAJOS	1	22335	publish	Juego RETOS BAJOS
MMW-122	all_three	1	22334	publish	MODULO WOOD	1	22334	publish	Juego WOOD	1	22334	publish	Juego WOOD
MOB-CV-12	all_three	1	32113	publish	LUMINARIA NAVAL 2.20	1	32132	publish	LUMINARIA NAVAL 2.20	1	32113	publish	LUMINARIA NAVAL 2.20
MUA-217 A-P	all_three	1	7262	draft	Banca fuji A.	1	7262	draft	Banca fuji A.	1	7262	draft	Banca fuji A.
MUA-217 B-P	all_three	1	7265	draft	Banca fuji B.	1	7265	draft	Banca fuji B.	1	7265	draft	Banca fuji B.
MUM-118-1-1	all_three	1	6820	private	Mesa de Picnic	1	6820	private	Mesa de Picnic	1	6820	private	Mesa de Picnic
MUS-CV-02-00	all_three	1	31946	publish	Juego Musical PE-D01-A	1	31946	publish	Juego Musical PE-D01-A	1	31946	publish	Juego Musical PE-D01-A
